unnecessary#a  necessary#a
hard#a#10  tough#a#3  5
hard#a#4  tough#a#5  4
hard#a#5  tough#a#1  4
hard#a#9  tough#a#5  4
hard#a#9  tough#a#6  4
hard#a#5  tough#a#3  4
hard#a#5  tough#a#5  4
hard#a#12  tough#a#3  4
hard#a#10  tough#a#4  3
hard#a#7  tough#a#8  3
hard#a#12  tough#a#6  3
hard#a#10  tough#a#2  3
hard#a#12  tough#a#5  3
hard#a#10  tough#a#6  3
hard#a#6  tough#a#1  3
hard#a#6  tough#a#7  3
hard#a#7  tough#a#3  3
hard#a#9  tough#a#4  3
hard#a#12  tough#a#2  3
hard#a#9  tough#a#3  3
hard#a#6  tough#a#3  3
hard#a#7  tough#a#9  3
hard#a#6  tough#a#9  3
hard#a#12  tough#a#1  3
hard#a#6  tough#a#4  2
hard#a#12  tough#a#7  2
hard#a#7  tough#a#1  2
hard#a#6  tough#a#5  2
hard#a#7  tough#a#7  2
hard#a#6  tough#a#2  2
hard#a#7  tough#a#2  2
hard#a#6  tough#a#8  2
hard#a#12  tough#a#4  2
hard#a#5  tough#a#4  1
hard#a#7  tough#a#5  1
hard#a#7  tough#a#4  1
hard#a#7  tough#a#6  1
hard#a#10  tough#a#5  1
hard#a#6  tough#a#6  0

friendly#a  generous#a
friendly#a  generous#a  (all senses)
friendly#a#1  generous#a#1  40
friendly#a#4  generous#a#1  16
friendly#a#1  generous#a#2  16
friendly#a#2  generous#a#1  11
friendly#a#1  generous#a#3  9
friendly#a#3  generous#a#1  6
friendly#a#2  generous#a#2  6
friendly#a#4  generous#a#2  5
friendly#a#2  generous#a#3  3
friendly#a#4  generous#a#3  2
friendly#a#3  generous#a#2  2
friendly#a#3  generous#a#3  2

bad#a  awful#a
bad#a  awful#a  (all senses)
bad#a#1  awful#a#1  55
bad#a#1  awful#a#3  41
bad#a#1  awful#a#5  38
bad#a#1  awful#a#2  26
bad#a#1  awful#a#4  19
bad#a#5  awful#a#4  16
bad#a#1  awful#a#6  15
bad#a#2  awful#a#3  15
bad#a#7  awful#a#3  13
bad#a#4  awful#a#3  11
bad#a#12  awful#a#3  11
bad#a#2  awful#a#5  10
bad#a#5  awful#a#5  10
bad#a#5  awful#a#3  10
bad#a#12  awful#a#1  10
bad#a#4  awful#a#4  10
bad#a#6  awful#a#3  10
bad#a#10  awful#a#5  9
bad#a#10  awful#a#3  9
bad#a#6  awful#a#1  9
bad#a#3  awful#a#3  9
bad#a#4  awful#a#5  9
bad#a#4  awful#a#2  9
bad#a#7  awful#a#1  8
bad#a#3  awful#a#1  8
bad#a#2  awful#a#2  8
bad#a#10  awful#a#1  8
bad#a#4  awful#a#1  8
bad#a#7  awful#a#5  8
bad#a#5  awful#a#2  8
bad#a#5  awful#a#6  8
bad#a#5  awful#a#1  8
bad#a#3  awful#a#4  8
bad#a#4  awful#a#6  7
bad#a#10  awful#a#2  7
bad#a#8  awful#a#3  7
bad#a#11  awful#a#3  7
bad#a#12  awful#a#4  7
bad#a#6  awful#a#2  6
bad#a#3  awful#a#2  6
bad#a#3  awful#a#5  6
bad#a#7  awful#a#4  6
bad#a#2  awful#a#1  6
bad#a#10  awful#a#4  6
bad#a#10  awful#a#6  6
bad#a#7  awful#a#2  6
bad#a#14  awful#a#3  6
bad#a#11  awful#a#2  6
bad#a#9  awful#a#3  5
bad#a#12  awful#a#5  5
bad#a#14  awful#a#1  5
bad#a#9  awful#a#2  5
bad#a#9  awful#a#1  5
bad#a#2  awful#a#4  5
bad#a#6  awful#a#4  5
bad#a#6  awful#a#5  5
bad#a#3  awful#a#6  5
bad#a#11  awful#a#6  4
bad#a#2  awful#a#6  4
bad#a#6  awful#a#6  4
bad#a#7  awful#a#6  4
bad#a#11  awful#a#4  4
bad#a#11  awful#a#1  4
bad#a#12  awful#a#2  4
bad#a#9  awful#a#6  4
bad#a#14  awful#a#5  4
bad#a#12  awful#a#6  4
bad#a#14  awful#a#2  3
bad#a#14  awful#a#4  3
bad#a#9  awful#a#4  3
bad#a#13  awful#a#1  3
bad#a#11  awful#a#5  3
bad#a#9  awful#a#5  3
bad#a#13  awful#a#5  2
bad#a#8  awful#a#4  2
bad#a#13  awful#a#3  2
bad#a#14  awful#a#6  2
bad#a#8  awful#a#1  2
bad#a#13  awful#a#2  2
bad#a#8  awful#a#2  1
bad#a#8  awful#a#6  1
bad#a#13  awful#a#4  1
bad#a#13  awful#a#6  0
bad#a#8  awful#a#5  0

insane#a  crazy#a
insane#a  crazy#a  (all senses)
insane#a#1  crazy#a#1  89
insane#a#1  crazy#a#4  14
insane#a#1  crazy#a#2  12
insane#a#1  crazy#a#5  11
insane#a#2  crazy#a#1  7
insane#a#1  crazy#a#3  7
insane#a#2  crazy#a#2  6
insane#a#2  crazy#a#4  5
insane#a#2  crazy#a#3  2
insane#a#2  crazy#a#5  2

short#a  long#a
short#a  long#a  (all senses)
short#a#2  long#a#2  530
short#a#1  long#a#1  162
short#a#7  long#a#6  78
short#a#2  long#a#1  45
short#a#6  long#a#5  42
short#a#1  long#a#2  41
short#a#3  long#a#2  40
short#a#9  long#a#8  31
short#a#3  long#a#1  29
short#a#8  long#a#1  23
short#a#10  long#a#2  23
short#a#8  long#a#2  21
short#a#10  long#a#1  18
short#a#4  long#a#1  18
short#a#6  long#a#2  17
short#a#6  long#a#1  14
short#a#4  long#a#2  14
short#a#1  long#a#9  13
short#a#3  long#a#5  13
short#a#4  long#a#5  13
short#a#1  long#a#5  12
short#a#7  long#a#2  11
short#a#2  long#a#9  11
short#a#1  long#a#6  11
short#a#2  long#a#5  11
short#a#7  long#a#1  10
short#a#5  long#a#2  10
short#a#5  long#a#1  10
short#a#3  long#a#3  10
short#a#10  long#a#5  9
short#a#8  long#a#5  9
short#a#2  long#a#3  8
short#a#3  long#a#6  7
short#a#1  long#a#8  7
short#a#2  long#a#6  7
short#a#9  long#a#1  7
short#a#5  long#a#5  7
short#a#6  long#a#3  6
short#a#9  long#a#2  6
short#a#7  long#a#3  6
short#a#11  long#a#1  6
short#a#2  long#a#8  5
short#a#3  long#a#9  5
short#a#10  long#a#3  5
short#a#8  long#a#9  5
short#a#8  long#a#3  5
short#a#4  long#a#9  5
short#a#11  long#a#2  5
short#a#3  long#a#8  5
short#a#8  long#a#6  5
short#a#1  long#a#3  5
short#a#8  long#a#8  5
short#a#9  long#a#5  4
short#a#6  long#a#9  4
short#a#10  long#a#8  4
short#a#7  long#a#5  4
short#a#5  long#a#3  4
short#a#5  long#a#9  4
short#a#9  long#a#3  4
short#a#6  long#a#8  4
short#a#5  long#a#6  4
short#a#10  long#a#6  4
short#a#6  long#a#6  4
short#a#11  long#a#5  3
short#a#7  long#a#8  3
short#a#4  long#a#6  3
short#a#4  long#a#3  3
short#a#10  long#a#9  3
short#a#11  long#a#8  3
short#a#5  long#a#4  3
short#a#9  long#a#6  3
short#a#11  long#a#3  2
short#a#6  long#a#4  2
short#a#7  long#a#9  2
short#a#10  long#a#4  2
short#a#5  long#a#8  2
short#a#4  long#a#4  2
short#a#11  long#a#6  2
short#a#4  long#a#8  2
short#a#4  long#a#7  2
short#a#3  long#a#4  1
short#a#11  long#a#4  1
short#a#11  long#a#9  1
short#a#3  long#a#7  1
short#a#2  long#a#4  1
short#a#8  long#a#7  1
short#a#8  long#a#4  1
short#a#1  long#a#4  1
short#a#9  long#a#4  1
short#a#5  long#a#7  1
short#a#9  long#a#9  1
short#a#6  long#a#7  1
short#a#9  long#a#7  1
short#a#7  long#a#4  0
short#a#10  long#a#7  0
short#a#2  long#a#7  0
short#a#1  long#a#7  0
short#a#7  long#a#7  0
short#a#11  long#a#7  0

hard#a  easy#a
hard#a  easy#a  (all senses)
hard#a#1  easy#a#1  102
hard#a#2  easy#a#1  32
hard#a#3  easy#a#1  25
hard#a#1  easy#a#3  21
hard#a#5  easy#a#1  21
hard#a#1  easy#a#5  17
hard#a#1  easy#a#12  15
hard#a#1  easy#a#2  15
hard#a#1  easy#a#11  14
hard#a#8  easy#a#1  13
hard#a#1  easy#a#8  13
hard#a#8  easy#a#3  13
hard#a#1  easy#a#9  13
hard#a#4  easy#a#1  12
hard#a#4  easy#a#5  11
hard#a#3  easy#a#3  11
hard#a#8  easy#a#5  10
hard#a#2  easy#a#3  10
hard#a#11  easy#a#1  10
hard#a#1  easy#a#10  10
hard#a#3  easy#a#8  9
hard#a#3  easy#a#2  9
hard#a#8  easy#a#2  9
hard#a#5  easy#a#5  9
hard#a#1  easy#a#7  8
hard#a#3  easy#a#5  8
hard#a#3  easy#a#11  8
hard#a#1  easy#a#6  8
hard#a#12  easy#a#1  8
hard#a#4  easy#a#2  7
hard#a#5  easy#a#9  7
hard#a#11  easy#a#3  7
hard#a#3  easy#a#10  7
hard#a#5  easy#a#3  7
hard#a#6  easy#a#3  7
hard#a#8  easy#a#7  7
hard#a#4  easy#a#3  7
hard#a#9  easy#a#3  7
hard#a#9  easy#a#1  7
hard#a#2  easy#a#5  6
hard#a#8  easy#a#11  6
hard#a#8  easy#a#12  6
hard#a#11  easy#a#2  6
hard#a#12  easy#a#3  6
hard#a#6  easy#a#7  5
hard#a#11  easy#a#5  5
hard#a#9  easy#a#8  5
hard#a#8  easy#a#6  5
hard#a#5  easy#a#7  5
hard#a#8  easy#a#10  5
hard#a#3  easy#a#6  5
hard#a#2  easy#a#12  5
hard#a#2  easy#a#11  4
hard#a#4  easy#a#9  4
hard#a#6  easy#a#1  4
hard#a#2  easy#a#8  4
hard#a#11  easy#a#6  4
hard#a#2  easy#a#2  4
hard#a#10  easy#a#1  4
hard#a#5  easy#a#2  4
hard#a#10  easy#a#8  4
hard#a#10  easy#a#3  4
hard#a#9  easy#a#5  4
hard#a#4  easy#a#6  4
hard#a#7  easy#a#3  4
hard#a#8  easy#a#9  4
hard#a#8  easy#a#8  4
hard#a#1  easy#a#4  4
hard#a#3  easy#a#9  4
hard#a#10  easy#a#5  4
hard#a#11  easy#a#8  3
hard#a#2  easy#a#9  3
hard#a#2  easy#a#7  3
hard#a#2  easy#a#10  3
hard#a#6  easy#a#2  3
hard#a#12  easy#a#2  3
hard#a#10  easy#a#2  3
hard#a#6  easy#a#5  3
hard#a#5  easy#a#8  3
hard#a#7  easy#a#5  3
hard#a#5  easy#a#12  3
hard#a#7  easy#a#8  3
hard#a#4  easy#a#11  3
hard#a#4  easy#a#7  3
hard#a#4  easy#a#8  3
hard#a#3  easy#a#12  3
hard#a#9  easy#a#2  3
hard#a#6  easy#a#10  2
hard#a#6  easy#a#8  2
hard#a#11  easy#a#10  2
hard#a#12  easy#a#6  2
hard#a#11  easy#a#9  2
hard#a#7  easy#a#1  2
hard#a#6  easy#a#11  2
hard#a#11  easy#a#11  2
hard#a#7  easy#a#7  2
hard#a#4  easy#a#10  2
hard#a#11  easy#a#12  2
hard#a#10  easy#a#6  2
hard#a#3  easy#a#4  2
hard#a#2  easy#a#6  2
hard#a#12  easy#a#5  2
hard#a#9  easy#a#7  2
hard#a#3  easy#a#7  2
hard#a#9  easy#a#6  2
hard#a#7  easy#a#10  2
hard#a#9  easy#a#11  2
hard#a#12  easy#a#9  2
hard#a#4  easy#a#12  2
hard#a#11  easy#a#7  2
hard#a#9  easy#a#10  1
hard#a#12  easy#a#11  1
hard#a#6  easy#a#9  1
hard#a#12  easy#a#12  1
hard#a#7  easy#a#9  1
hard#a#10  easy#a#11  1
hard#a#8  easy#a#4  1
hard#a#6  easy#a#12  1
hard#a#10  easy#a#9  1
hard#a#9  easy#a#9  1
hard#a#12  easy#a#7  1
hard#a#7  easy#a#2  1
hard#a#10  easy#a#7  1
hard#a#10  easy#a#12  1
hard#a#9  easy#a#12  1
hard#a#12  easy#a#8  1
hard#a#5  easy#a#10  1
hard#a#6  easy#a#6  0
hard#a#12  easy#a#4  0
hard#a#2  easy#a#4  0
hard#a#10  easy#a#4  0
hard#a#7  easy#a#4  0
hard#a#9  easy#a#4  0
hard#a#6  easy#a#4  0
hard#a#5  easy#a#11  0
hard#a#11  easy#a#4  0
hard#a#5  easy#a#4  0
hard#a#7  easy#a#6  0
hard#a#10  easy#a#10  0
hard#a#7  easy#a#11  0
hard#a#7  easy#a#12  0
hard#a#5  easy#a#6  0
hard#a#4  easy#a#4  0
hard#a#12  easy#a#10  0

great#a  awful#a
great#a  awful#a  (all senses)
great#a#3  awful#a#5  169
great#a#1  awful#a#5  22
great#a#3  awful#a#3  14
great#a#1  awful#a#3  14
great#a#3  awful#a#2  13
great#a#2  awful#a#2  13
great#a#2  awful#a#3  12
great#a#1  awful#a#2  12
great#a#2  awful#a#6  11
great#a#3  awful#a#6  11
great#a#6  awful#a#3  10
great#a#3  awful#a#4  10
great#a#1  awful#a#4  9
great#a#2  awful#a#4  9
great#a#4  awful#a#3  9
great#a#5  awful#a#3  8
great#a#1  awful#a#6  8
great#a#2  awful#a#5  7
great#a#6  awful#a#2  7
great#a#3  awful#a#1  7
great#a#1  awful#a#1  6
great#a#4  awful#a#1  6
great#a#2  awful#a#1  6
great#a#6  awful#a#5  5
great#a#5  awful#a#5  5
great#a#4  awful#a#4  5
great#a#4  awful#a#2  5
great#a#4  awful#a#6  4
great#a#6  awful#a#4  4
great#a#6  awful#a#6  4
great#a#4  awful#a#5  4
great#a#5  awful#a#2  3
great#a#6  awful#a#1  3
great#a#5  awful#a#4  3
great#a#5  awful#a#6  1
great#a#5  awful#a#1  1

essential#a  necessary#a
essential#a  necessary#a  (all senses)
essential#a#2  necessary#a#1  85
essential#a#1  necessary#a#1  27
essential#a#4  necessary#a#1  21
essential#a#2  necessary#a#2  8
essential#a#3  necessary#a#2  7
essential#a#3  necessary#a#1  7
essential#a#4  necessary#a#2  7
essential#a#5  necessary#a#1  6
essential#a#1  necessary#a#2  4
essential#a#5  necessary#a#2  2

stupid#a  dumb#a
stupid#a  dumb#a  (all senses)
stupid#a#1  dumb#a#1  145
stupid#a#3  dumb#a#1  79
stupid#a#2  dumb#a#1  11
stupid#a#1  dumb#a#3  11
stupid#a#3  dumb#a#3  8
stupid#a#1  dumb#a#4  8
stupid#a#2  dumb#a#4  7
stupid#a#1  dumb#a#2  7
stupid#a#3  dumb#a#2  6
stupid#a#3  dumb#a#4  6
stupid#a#2  dumb#a#3  4
stupid#a#2  dumb#a#2  4

formal#a  proper#a
formal#a  proper#a  (all senses)
formal#a#1  proper#a#1  57
formal#a#3  proper#a#1  37
formal#a#6  proper#a#1  23
formal#a#1  proper#a#4  20
formal#a#4  proper#a#1  19
formal#a#2  proper#a#1  14
formal#a#6  proper#a#4  13
formal#a#1  proper#a#3  11
formal#a#1  proper#a#2  11
formal#a#5  proper#a#1  11
formal#a#3  proper#a#3  10
formal#a#3  proper#a#2  9
formal#a#2  proper#a#4  8
formal#a#4  proper#a#4  7
formal#a#3  proper#a#4  7
formal#a#6  proper#a#3  5
formal#a#4  proper#a#3  4
formal#a#2  proper#a#2  4
formal#a#5  proper#a#2  4
formal#a#5  proper#a#4  4
formal#a#6  proper#a#2  3
formal#a#2  proper#a#3  2
formal#a#5  proper#a#3  2
formal#a#4  proper#a#2  2

